decade,popularity,danceability,acousticness,energy,loudness,speechiness,valence,tempo,time_signature,mode,length
1960,24.68421052631579,0.4703319838056677,0.8959838056680167,0.4726923076923071,-10.236999999999995,0.0709785425101215,0.6536558704453437,111.41823886639678,3.7975708502024292,0.6882591093117408,277.10319433198396
1970,21.22289156626506,0.4485361445783133,0.8000000000000003,0.519331325301205,-9.829168674698796,0.10098975903614459,0.5816024096385545,110.96128915662659,3.7951807228915664,0.6445783132530121,357.4844397590361
1980,37.92727272727273,0.5031181818181819,0.6499833136363636,0.5654695454545455,-9.837690909090913,0.06970409090909087,0.6211763636363637,115.17947727272724,3.8954545454545455,0.5727272727272728,345.0701227272728
1990,44.4452296819788,0.576639575971731,0.48129151943462917,0.5956466431095407,-11.064388692579515,0.05888763250883393,0.6809646643109543,117.65009540636039,3.911660777385159,0.49469964664310956,353.61418727915185
2000,49.028697571743926,0.6494481236203092,0.3059766225165562,0.6813863134657838,-7.980609271523177,0.072126931567329,0.6329624724061809,115.01513245033121,3.9690949227373067,0.6158940397350994,321.3487682119205
2010,36.20821917808219,0.6118739726027399,0.3960019890410959,0.6662520547945211,-7.487498630136992,0.0700989041095891,0.6214876712328762,116.84707671232876,3.882191780821918,0.5945205479452055,288.97805479452035
2020,58.22875816993464,0.6262091503267969,0.48224732026143796,0.5549999999999997,-7.958405228758167,0.06552156862745102,0.45558366013071877,114.27577777777775,3.8823529411764706,0.7058823529411765,219.4996209150327
